Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021
United Arab Emirates,ARE,Urban population,7639464,7731918,7821224,7908257,7994705,8084399,8175678
United Arab Emirates,ARE,Urban population growth (annual %),1.261559374,1.202951236,1.148410804,1.106633947,1.087204403,1.115670753,1.122749405
United Arab Emirates,ARE,"Mortality caused by road traffic injury (per 100,000 population)",18.1,17.9,13.3,11.3,8.9,,
United Arab Emirates,ARE,Pump price for gasoline (US$ per liter),,0.49,,,,,
United Arab Emirates,ARE,Pump price for diesel fuel (US$ per liter),,0.52,,,,,
United Arab Emirates,ARE,Population in urban agglomerations of more than 1 million (% of total population),54.71153144,57.37724147,60.2035818,63.19274841,64.20199971,65.09767274,65.88198047
United Arab Emirates,ARE,Population in urban agglomerations of more than 1 million,4878572,5160660,5459439,5775924,5914068,6045809,6169943
United Arab Emirates,ARE,Population in the largest city (% of urban population),31.42978356,32.62948469,33.89345453,35.2211113,35.43694233,35.60368557,35.73252273
United Arab Emirates,ARE,Population in largest city,2401067,2522885,2650883,2785376,2833079,2878344,2921376
United Arab Emirates,ARE,Population living in slums (% of urban population),,,,,,,
United Arab Emirates,ARE,Urban population living in areas where elevation is below 5 meters (% of total population),25.50331343,,,,,,
United Arab Emirates,ARE,Population density (people per sq. km of land area),125.5547592,126.6440862,127.6865108,128.6985215,129.7051112,130.7700507,
United Arab Emirates,ARE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",100,100,100,,,,
United Arab Emirates,ARE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",42.33499,40.52210348,40.91750982,,,,
United Arab Emirates,ARE,"Access to electricity, urban (% of urban population)",100,100,100,100,100,100,
United Arab Emirates,ARE,Urban land area (sq. km),2263.105046,,,,,,
United Arab Emirates,ARE,Urban land area where elevation is below 5 meters (% of total land area),0.665428706,,,,,,
United Arab Emirates,ARE,Urban land area where elevation is below 5 meters (sq. km),528.9921712,,,,,,
Argentina,ARG,Urban population (% of total population),91.503,91.627,91.749,91.87,91.991,92.111,92.229
Argentina,ARG,Urban population,39467043,39940546,40410674,40877099,41339571,41796990,42248949
Argentina,ARG,Urban population growth (annual %),1.215797063,1.192602919,1.170195959,1.147602159,1.125019726,1.100415053,1.075515039
Argentina,ARG,"Mortality caused by road traffic injury (per 100,000 population)",13.9,14.1,14,13.6,14.1,,
Argentina,ARG,Pump price for gasoline (US$ per liter),,1.1,,,,,
