"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Kazakhstan","2021","Total","Female","79","Estimate - de facto","Final figure, complete","2022","29940.5","22"
"Kazakhstan","2021","Total","Female","80","Estimate - de facto","Final figure, complete","2022","32609","22"
"Kazakhstan","2021","Total","Female","80 - 84","Estimate - de facto","Final figure, complete","2022","141863","22"
"Kazakhstan","2021","Total","Female","81","Estimate - de facto","Final figure, complete","2022","32097.5","22"
"Kazakhstan","2021","Total","Female","82","Estimate - de facto","Final figure, complete","2022","29171","22"
"Kazakhstan","2021","Total","Female","83","Estimate - de facto","Final figure, complete","2022","26031.5","22"
"Kazakhstan","2021","Total","Female","84","Estimate - de facto","Final figure, complete","2022","21954","22"
"Kazakhstan","2021","Total","Female","85","Estimate - de facto","Final figure, complete","2022","16421","22"
"Kazakhstan","2021","Total","Female","85 - 89","Estimate - de facto","Final figure, complete","2022","47319.5","22"
"Kazakhstan","2021","Total","Female","86","Estimate - de facto","Final figure, complete","2022","10812","22"
"Kazakhstan","2021","Total","Female","87","Estimate - de facto","Final figure, complete","2022","7555.5","22"
"Kazakhstan","2021","Total","Female","88","Estimate - de facto","Final figure, complete","2022","6790","22"
"Kazakhstan","2021","Total","Female","89","Estimate - de facto","Final figure, complete","2022","5741","22"
"Kazakhstan","2021","Total","Female","90","Estimate - de facto","Final figure, complete","2022","5172.5","22"
"Kazakhstan","2021","Total","Female","90 - 94","Estimate - de facto","Final figure, complete","2022","15746.5","22"
"Kazakhstan","2021","Total","Female","91","Estimate - de facto","Final figure, complete","2022","4187.5","22"
"Kazakhstan","2021","Total","Female","92","Estimate - de facto","Final figure, complete","2022","2849.5","22"
"Kazakhstan","2021","Total","Female","93","Estimate - de facto","Final figure, complete","2022","2145.5","22"
"Kazakhstan","2021","Total","Female","94","Estimate - de facto","Final figure, complete","2022","1391.5","22"
"Kazakhstan","2021","Total","Female","95","Estimate - de facto","Final figure, complete","2022","932.5","22"
"Kazakhstan","2021","Total","Female","95 - 99","Estimate - de facto","Final figure, complete","2022","3013","22"
"Kazakhstan","2021","Total","Female","96","Estimate - de facto","Final figure, complete","2022","798.5","22"
"Kazakhstan","2021","Total","Female","97","Estimate - de facto","Final figure, complete","2022","617","22"
"Kazakhstan","2021","Total","Female","98","Estimate - de facto","Final figure, complete","2022","380.5","22"
"Kazakhstan","2021","Total","Female","99","Estimate - de facto","Final figure, complete","2022","284.5","22"
"Kazakhstan","2021","Total","Female","100 +","Estimate - de facto","Final figure, complete","2022","830.5","22"
"Kyrgyzstan","2021","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2022","6692064","23"
"Kyrgyzstan","2021","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2022","152148","23"
"Kyrgyzstan","2021","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2022","796908","23"
"Kyrgyzstan","2021","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2022","163285","23"
"Kyrgyzstan","2021","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2022","644760","23"
"Kyrgyzstan","2021","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2022","169376","23"
"Kyrgyzstan","2021","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2022","159368","23"
"Kyrgyzstan","2021","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2022","152731","23"
"Kyrgyzstan","2021","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2022","157281","23"
"Kyrgyzstan","2021","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2022","771204","23"
"Kyrgyzstan","2021","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2022","158786","23"
"Kyrgyzstan","2021","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2022","154878","23"
"Kyrgyzstan","2021","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2022","151633","23"
"Kyrgyzstan","2021","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2022","148626","23"
"Kyrgyzstan","2021","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2022","144324","23"
"Kyrgyzstan","2021","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2022","641380","23"
"Kyrgyzstan","2021","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2022","136761","23"
"Kyrgyzstan","2021","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2022","123167","23"
"Kyrgyzstan","2021","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2022","119609","23"
"Kyrgyzstan","2021","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2022","117519","23"
"Kyrgyzstan","2021","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2022","109232","23"
"Kyrgyzstan","2021","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2022","520903","23"
"Kyrgyzstan","2021","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2022","108431","23"
"Kyrgyzstan","2021","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2022","106344","23"
"Kyrgyzstan","2021","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2022","100629","23"
"Kyrgyzstan","2021","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2022","96267","23"
"Kyrgyzstan","2021","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2022","96092","23"
"Kyrgyzstan","2021","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2022","501723","23"
"Kyrgyzstan","2021","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2022","99107","23"
"Kyrgyzstan","2021","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2022","101560","23"
"Kyrgyzstan","2021","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2022","101695","23"
"Kyrgyzstan","2021","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2022","103269","23"
"Kyrgyzstan","2021","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2022","108935","23"
"Kyrgyzstan","2021","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2022","561196","23"
"Kyrgyzstan","2021","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2022","113412","23"
"Kyrgyzstan","2021","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2022","113466","23"
"Kyrgyzstan","2021","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2022","112767","23"
"Kyrgyzstan","2021","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2022","112616","23"
"Kyrgyzstan","2021","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2022","114478","23"
"Kyrgyzstan","2021","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2022","573913","23"
"Kyrgyzstan","2021","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2022","117032","23"
"Kyrgyzstan","2021","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2022","116481","23"
"Kyrgyzstan","2021","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2022","114783","23"
"Kyrgyzstan","2021","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2022","111139","23"
"Kyrgyzstan","2021","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2022","105044","23"
"Kyrgyzstan","2021","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2022","468476","23"
"Kyrgyzstan","2021","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2022","99007","23"
"Kyrgyzstan","2021","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2022","93538","23"
"Kyrgyzstan","2021","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2022","87880","23"
"Kyrgyzstan","2021","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2022","83007","23"
"Kyrgyzstan","2021","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2022","79743","23"
"Kyrgyzstan","2021","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2022","372502","23"
"Kyrgyzstan","2021","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2022","77174","23"
"Kyrgyzstan","2021","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2022","74873","23"
"Kyrgyzstan","2021","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2022","71655","23"
"Kyrgyzstan","2021","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2022","69057","23"
"Kyrgyzstan","2021","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2022","68632","23"
"Kyrgyzstan","2021","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2022","328189","23"
"Kyrgyzstan","2021","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2022","66683","23"
"Kyrgyzstan","2021","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2022","65193","23"
"Kyrgyzstan","2021","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2022","64387","23"
"Kyrgyzstan","2021","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2022","63294","23"
"Kyrgyzstan","2021","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2022","63318","23"
"Kyrgyzstan","2021","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2022","304263","23"
"Kyrgyzstan","2021","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2022","62675","23"
"Kyrgyzstan","2021","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2022","61835","23"
"Kyrgyzstan","2021","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2022","59793","23"
"Kyrgyzstan","2021","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2022","56642","23"
"Kyrgyzstan","2021","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2022","56202","23"
"Kyrgyzstan","2021","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2022","277687","23"
"Kyrgyzstan","2021","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2022","56203","23"
"Kyrgyzstan","2021","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2022","56025","23"
"Kyrgyzstan","2021","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2022","55274","23"
"Kyrgyzstan","2021","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2022","53983","23"
"Kyrgyzstan","2021","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2022","53457","23"
"Kyrgyzstan","2021","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2022","234144","23"
"Kyrgyzstan","2021","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2022","51153","23"
"Kyrgyzstan","2021","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2022","47711","23"
"Kyrgyzstan","2021","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2022","43380","23"
"Kyrgyzstan","2021","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2022","38443","23"
"Kyrgyzstan","2021","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2022","35434","23"
"Kyrgyzstan","2021","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2022","147808","23"
"Kyrgyzstan","2021","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2022","32388","23"
"Kyrgyzstan","2021","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2022","29337","23"
"Kyrgyzstan","2021","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2022","26602","23"
"Kyrgyzstan","2021","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2022","24047","23"
"Kyrgyzstan","2021","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2022","22396","23"
"Kyrgyzstan","2021","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2022","91760","23"
"Kyrgyzstan","2021","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2022","21226","23"
"Kyrgyzstan","2021","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2022","18883","23"
"Kyrgyzstan","2021","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2022","15587","23"
"Kyrgyzstan","2021","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2022","13668","23"
"Kyrgyzstan","2021","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2022","10411","23"
"Kyrgyzstan","2021","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2022","34101","23"
"Kyrgyzstan","2021","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2022","6323","23"
"Kyrgyzstan","2021","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2022","4881","23"
"Kyrgyzstan","2021","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2022","5186","23"
"Kyrgyzstan","2021","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2022","7300","23"
"Kyrgyzstan","2021","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2022","8214","23"
"Kyrgyzstan","2021","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2022","37560","23"
"Kyrgyzstan","2021","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2022","8124","23"
"Kyrgyzstan","2021","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2022","8194","23"
"Kyrgyzstan","2021","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2022","7023","23"
"Kyrgyzstan","2021","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2022","6005","23"
"Kyrgyzstan","2021","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2022","5042","23"
"Kyrgyzstan","2021","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2022","15810","23"
"Kyrgyzstan","2021","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2022","3674","23"
"Kyrgyzstan","2021","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2022","2495","23"
"Kyrgyzstan","2021","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2022","2139","23"
"Kyrgyzstan","2021","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2022","2460","23"
"Kyrgyzstan","2021","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2022","1890","23"
"Kyrgyzstan","2021","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2022","8375","23"
"Kyrgyzstan","2021","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2022","1667","23"
"Kyrgyzstan","2021","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2022","1845","23"
"Kyrgyzstan","2021","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2022","1565","23"
"Kyrgyzstan","2021","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2022","1408","23"
"Kyrgyzstan","2021","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2022","872","23"
"Kyrgyzstan","2021","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2022","3004","23"
"Kyrgyzstan","2021","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2022","719","23"
"Kyrgyzstan","2021","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2022","653","23"
"Kyrgyzstan","2021","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2022","462","23"
"Kyrgyzstan","2021","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2022","298","23"
"Kyrgyzstan","2021","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2022","1158","23"
"Kyrgyzstan","2021","Total","Male","Total","Estimate - de jure","Final figure, complete","2022","3321424","23"
"Kyrgyzstan","2021","Total","Male","0","Estimate - de jure","Final figure, complete","2022","78219","23"
"Kyrgyzstan","2021","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2022","408557","23"
"Kyrgyzstan","2021","Total","Male","1","Estimate - de jure","Final figure, complete","2022","83570","23"
"Kyrgyzstan","2021","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2022","330338","23"
"Kyrgyzstan","2021","Total","Male","2","Estimate - de jure","Final figure, complete","2022","86690","23"
"Kyrgyzstan","2021","Total","Male","3","Estimate - de jure","Final figure, complete","2022","81749","23"
"Kyrgyzstan","2021","Total","Male","4","Estimate - de jure","Final figure, complete","2022","78329","23"
"Kyrgyzstan","2021","Total","Male","5","Estimate - de jure","Final figure, complete","2022","80988","23"
"Kyrgyzstan","2021","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2022","396108","23"
"Kyrgyzstan","2021","Total","Male","6","Estimate - de jure","Final figure, complete","2022","81864","23"
"Kyrgyzstan","2021","Total","Male","7","Estimate - de jure","Final figure, complete","2022","79502","23"
"Kyrgyzstan","2021","Total","Male","8","Estimate - de jure","Final figure, complete","2022","77684","23"
"Kyrgyzstan","2021","Total","Male","9","Estimate - de jure","Final figure, complete","2022","76070","23"
"Kyrgyzstan","2021","Total","Male","10","Estimate - de jure","Final figure, complete","2022","73713","23"
"Kyrgyzstan","2021","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2022","327395","23"
"Kyrgyzstan","2021","Total","Male","11","Estimate - de jure","Final figure, complete","2022","69981","23"
"Kyrgyzstan","2021","Total","Male","12","Estimate - de jure","Final figure, complete","2022","63056","23"
"Kyrgyzstan","2021","Total","Male","13","Estimate - de jure","Final figure, complete","2022","60871","23"
"Kyrgyzstan","2021","Total","Male","14","Estimate - de jure","Final figure, complete","2022","59774","23"
"Kyrgyzstan","2021","Total","Male","15","Estimate - de jure","Final figure, complete","2022","55583","23"
"Kyrgyzstan","2021","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2022","265350","23"
"Kyrgyzstan","2021","Total","Male","16","Estimate - de jure","Final figure, complete","2022","55208","23"
"Kyrgyzstan","2021","Total","Male","17","Estimate - de jure","Final figure, complete","2022","54249","23"
"Kyrgyzstan","2021","Total","Male","18","Estimate - de jure","Final figure, complete","2022","51305","23"
"Kyrgyzstan","2021","Total","Male","19","Estimate - de jure","Final figure, complete","2022","49005","23"
"Kyrgyzstan","2021","Total","Male","20","Estimate - de jure","Final figure, complete","2022","48869","23"
"Kyrgyzstan","2021","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2022","255743","23"
"Kyrgyzstan","2021","Total","Male","21","Estimate - de jure","Final figure, complete","2022","50473","23"
"Kyrgyzstan","2021","Total","Male","22","Estimate - de jure","Final figure, complete","2022","51797","23"
"Kyrgyzstan","2021","Total","Male","23","Estimate - de jure","Final figure, complete","2022","51841","23"
"Kyrgyzstan","2021","Total","Male","24","Estimate - de jure","Final figure, complete","2022","52763","23"
"Kyrgyzstan","2021","Total","Male","25","Estimate - de jure","Final figure, complete","2022","55655","23"
"Kyrgyzstan","2021","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2022","286427","23"
"Kyrgyzstan","2021","Total","Male","26","Estimate - de jure","Final figure, complete","2022","57906","23"
"Kyrgyzstan","2021","Total","Male","27","Estimate - de jure","Final figure, complete","2022","57924","23"
"Kyrgyzstan","2021","Total","Male","28","Estimate - de jure","Final figure, complete","2022","57469","23"
"Kyrgyzstan","2021","Total","Male","29","Estimate - de jure","Final figure, complete","2022","57473","23"
"Kyrgyzstan","2021","Total","Male","30","Estimate - de jure","Final figure, complete","2022","58205","23"
"Kyrgyzstan","2021","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2022","288043","23"
"Kyrgyzstan","2021","Total","Male","31","Estimate - de jure","Final figure, complete","2022","58881","23"
"Kyrgyzstan","2021","Total","Male","32","Estimate - de jure","Final figure, complete","2022","58137","23"
"Kyrgyzstan","2021","Total","Male","33","Estimate - de jure","Final figure, complete","2022","57205","23"
"Kyrgyzstan","2021","Total","Male","34","Estimate - de jure","Final figure, complete","2022","55615","23"
"Kyrgyzstan","2021","Total","Male","35","Estimate - de jure","Final figure, complete","2022","52576","23"
"Kyrgyzstan","2021","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2022","234898","23"
"Kyrgyzstan","2021","Total","Male","36","Estimate - de jure","Final figure, complete","2022","49513","23"
"Kyrgyzstan","2021","Total","Male","37","Estimate - de jure","Final figure, complete","2022","47069","23"
"Kyrgyzstan","2021","Total","Male","38","Estimate - de jure","Final figure, complete","2022","44173","23"
"Kyrgyzstan","2021","Total","Male","39","Estimate - de jure","Final figure, complete","2022","41567","23"
"Kyrgyzstan","2021","Total","Male","40","Estimate - de jure","Final figure, complete","2022","39888","23"
"Kyrgyzstan","2021","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2022","185603","23"
"Kyrgyzstan","2021","Total","Male","41","Estimate - de jure","Final figure, complete","2022","38631","23"
"Kyrgyzstan","2021","Total","Male","42","Estimate - de jure","Final figure, complete","2022","37301","23"
"Kyrgyzstan","2021","Total","Male","43","Estimate - de jure","Final figure, complete","2022","35536","23"
"Kyrgyzstan","2021","Total","Male","44","Estimate - de jure","Final figure, complete","2022","34247","23"
"Kyrgyzstan","2021","Total","Male","45","Estimate - de jure","Final figure, complete","2022","33521","23"
"Kyrgyzstan","2021","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2022","158914","23"
"Kyrgyzstan","2021","Total","Male","46","Estimate - de jure","Final figure, complete","2022","32320","23"
"Kyrgyzstan","2021","Total","Male","47","Estimate - de jure","Final figure, complete","2022","31648","23"
"Kyrgyzstan","2021","Total","Male","48","Estimate - de jure","Final figure, complete","2022","31019","23"
"Kyrgyzstan","2021","Total","Male","49","Estimate - de jure","Final figure, complete","2022","30406","23"
"Kyrgyzstan","2021","Total","Male","50","Estimate - de jure","Final figure, complete","2022","30502","23"
"Kyrgyzstan","2021","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2022","145442","23"
"Kyrgyzstan","2021","Total","Male","51","Estimate - de jure","Final figure, complete","2022","30136","23"
"Kyrgyzstan","2021","Total","Male","52","Estimate - de jure","Final figure, complete","2022","29464","23"
"Kyrgyzstan","2021","Total","Male","53","Estimate - de jure","Final figure, complete","2022","28446","23"
"Kyrgyzstan","2021","Total","Male","54","Estimate - de jure","Final figure, complete","2022","26894","23"
"Kyrgyzstan","2021","Total","Male","55","Estimate - de jure","Final figure, complete","2022","26455","23"
"Kyrgyzstan","2021","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2022","129037","23"
"Kyrgyzstan","2021","Total","Male","56","Estimate - de jure","Final figure, complete","2022","26247","23"
"Kyrgyzstan","2021","Total","Male","57","Estimate - de jure","Final figure, complete","2022","26067","23"
"Kyrgyzstan","2021","Total","Male","58","Estimate - de jure","Final figure, complete","2022","25495","23"
"Kyrgyzstan","2021","Total","Male","59","Estimate - de jure","Final figure, complete","2022","24773","23"
"Kyrgyzstan","2021","Total","Male","60","Estimate - de jure","Final figure, complete","2022","24638","23"
"Kyrgyzstan","2021","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2022","105739","23"
"Kyrgyzstan","2021","Total","Male","61","Estimate - de jure","Final figure, complete","2022","23478","23"
"Kyrgyzstan","2021","Total","Male","62","Estimate - de jure","Final figure, complete","2022","21484","23"
"Kyrgyzstan","2021","Total","Male","63","Estimate - de jure","Final figure, complete","2022","19267","23"
"Kyrgyzstan","2021","Total","Male","64","Estimate - de jure","Final figure, complete","2022","16872","23"
"Kyrgyzstan","2021","Total","Male","65","Estimate - de jure","Final figure, complete","2022","15369","23"
"Kyrgyzstan","2021","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2022","62769","23"
"Kyrgyzstan","2021","Total","Male","66","Estimate - de jure","Final figure, complete","2022","14098","23"
"Kyrgyzstan","2021","Total","Male","67","Estimate - de jure","Final figure, complete","2022","12510","23"
"Kyrgyzstan","2021","Total","Male","68","Estimate - de jure","Final figure, complete","2022","10973","23"
"Kyrgyzstan","2021","Total","Male","69","Estimate - de jure","Final figure, complete","2022","9819","23"
"Kyrgyzstan","2021","Total","Male","70","Estimate - de jure","Final figure, complete","2022","9028","23"
"Kyrgyzstan","2021","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2022","36269","23"
"Kyrgyzstan","2021","Total","Male","71","Estimate - de jure","Final figure, complete","2022","8489","23"
"Kyrgyzstan","2021","Total","Male","72","Estimate - de jure","Final figure, complete","2022","7483","23"
"Kyrgyzstan","2021","Total","Male","73","Estimate - de jure","Final figure, complete","2022","6004","23"
"Kyrgyzstan","2021","Total","Male","74","Estimate - de jure","Final figure, complete","2022","5265","23"
"Kyrgyzstan","2021","Total","Male","75","Estimate - de jure","Final figure, complete","2022","3956","23"
"Kyrgyzstan","2021","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2022","12715","23"
"Kyrgyzstan","2021","Total","Male","76","Estimate - de jure","Final figure, complete","2022","2336","23"
"Kyrgyzstan","2021","Total","Male","77","Estimate - de jure","Final figure, complete","2022","1781","23"
"Kyrgyzstan","2021","Total","Male","78","Estimate - de jure","Final figure, complete","2022","1910","23"
"Kyrgyzstan","2021","Total","Male","79","Estimate - de jure","Final figure, complete","2022","2732","23"
"Kyrgyzstan","2021","Total","Male","80","Estimate - de jure","Final figure, complete","2022","2898","23"
"Kyrgyzstan","2021","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2022","12652","23"
"Kyrgyzstan","2021","Total","Male","81","Estimate - de jure","Final figure, complete","2022","2690","23"
"Kyrgyzstan","2021","Total","Male","82","Estimate - de jure","Final figure, complete","2022","2798","23"
"Kyrgyzstan","2021","Total","Male","83","Estimate - de jure","Final figure, complete","2022","2350","23"
"Kyrgyzstan","2021","Total","Male","84","Estimate - de jure","Final figure, complete","2022","1916","23"
"Kyrgyzstan","2021","Total","Male","85","Estimate - de jure","Final figure, complete","2022","1584","23"
"Kyrgyzstan","2021","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2022","4898","23"
"Kyrgyzstan","2021","Total","Male","86","Estimate - de jure","Final figure, complete","2022","1147","23"
"Kyrgyzstan","2021","Total","Male","87","Estimate - de jure","Final figure, complete","2022","739","23"
"Kyrgyzstan","2021","Total","Male","88","Estimate - de jure","Final figure, complete","2022","647","23"
"Kyrgyzstan","2021","Total","Male","89","Estimate - de jure","Final figure, complete","2022","781","23"
"Kyrgyzstan","2021","Total","Male","90","Estimate - de jure","Final figure, complete","2022","606","23"
"Kyrgyzstan","2021","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2022","3006","23"
"Kyrgyzstan","2021","Total","Male","91","Estimate - de jure","Final figure, complete","2022","510","23"
"Kyrgyzstan","2021","Total","Male","92","Estimate - de jure","Final figure, complete","2022","663","23"
"Kyrgyzstan","2021","Total","Male","93","Estimate - de jure","Final figure, complete","2022","652","23"
"Kyrgyzstan","2021","Total","Male","94","Estimate - de jure","Final figure, complete","2022","575","23"
"Kyrgyzstan","2021","Total","Male","95","Estimate - de jure","Final figure, complete","2022","413","23"
"Kyrgyzstan","2021","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2022","1397","23"
"Kyrgyzstan","2021","Total","Male","96","Estimate - de jure","Final figure, complete","2022","329","23"
"Kyrgyzstan","2021","Total","Male","97","Estimate - de jure","Final figure, complete","2022","293","23"
"Kyrgyzstan","2021","Total","Male","98","Estimate - de jure","Final figure, complete","2022","239","23"
"Kyrgyzstan","2021","Total","Male","99","Estimate - de jure","Final figure, complete","2022","123","23"
"Kyrgyzstan","2021","Total","Male","100 +","Estimate - de jure","Final figure, complete","2022","462","23"
"Kyrgyzstan","2021","Total","Female","Total","Estimate - de jure","Final figure, complete","2022","3370640","23"
"Kyrgyzstan","2021","Total","Female","0","Estimate - de jure","Final figure, complete","2022","73929","23"
"Kyrgyzstan","2021","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2022","388351","23"
"Kyrgyzstan","2021","Total","Female","1","Estimate - de jure","Final figure, complete","2022","79715","23"
"Kyrgyzstan","2021","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2022","314422","23"
