"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2021","Total","Both Sexes","Total","Estimate - de jure","Final figure, complete","2022","30236.5","1"
"Åland Islands","2021","Total","Both Sexes","0","Estimate - de jure","Final figure, complete","2022","282","1"
"Åland Islands","2021","Total","Both Sexes","0 - 4","Estimate - de jure","Final figure, complete","2022","1480.5","1"
"Åland Islands","2021","Total","Both Sexes","1","Estimate - de jure","Final figure, complete","2022","275.5","1"
"Åland Islands","2021","Total","Both Sexes","1 - 4","Estimate - de jure","Final figure, complete","2022","1198.5","1"
"Åland Islands","2021","Total","Both Sexes","2","Estimate - de jure","Final figure, complete","2022","290.5","1"
"Åland Islands","2021","Total","Both Sexes","3","Estimate - de jure","Final figure, complete","2022","304","1"
"Åland Islands","2021","Total","Both Sexes","4","Estimate - de jure","Final figure, complete","2022","328.5","1"
"Åland Islands","2021","Total","Both Sexes","5","Estimate - de jure","Final figure, complete","2022","338","1"
"Åland Islands","2021","Total","Both Sexes","5 - 9","Estimate - de jure","Final figure, complete","2022","1742.5","1"
"Åland Islands","2021","Total","Both Sexes","6","Estimate - de jure","Final figure, complete","2022","348.5","1"
"Åland Islands","2021","Total","Both Sexes","7","Estimate - de jure","Final figure, complete","2022","353","1"
"Åland Islands","2021","Total","Both Sexes","8","Estimate - de jure","Final figure, complete","2022","353","1"
"Åland Islands","2021","Total","Both Sexes","9","Estimate - de jure","Final figure, complete","2022","350","1"
"Åland Islands","2021","Total","Both Sexes","10","Estimate - de jure","Final figure, complete","2022","357","1"
"Åland Islands","2021","Total","Both Sexes","10 - 14","Estimate - de jure","Final figure, complete","2022","1756.5","1"
"Åland Islands","2021","Total","Both Sexes","11","Estimate - de jure","Final figure, complete","2022","341.5","1"
"Åland Islands","2021","Total","Both Sexes","12","Estimate - de jure","Final figure, complete","2022","343.5","1"
"Åland Islands","2021","Total","Both Sexes","13","Estimate - de jure","Final figure, complete","2022","358.5","1"
"Åland Islands","2021","Total","Both Sexes","14","Estimate - de jure","Final figure, complete","2022","356","1"
"Åland Islands","2021","Total","Both Sexes","15","Estimate - de jure","Final figure, complete","2022","340","1"
"Åland Islands","2021","Total","Both Sexes","15 - 19","Estimate - de jure","Final figure, complete","2022","1572","1"
"Åland Islands","2021","Total","Both Sexes","16","Estimate - de jure","Final figure, complete","2022","331.5","1"
"Åland Islands","2021","Total","Both Sexes","17","Estimate - de jure","Final figure, complete","2022","328.5","1"
"Åland Islands","2021","Total","Both Sexes","18","Estimate - de jure","Final figure, complete","2022","311","1"
"Åland Islands","2021","Total","Both Sexes","19","Estimate - de jure","Final figure, complete","2022","261","1"
"Åland Islands","2021","Total","Both Sexes","20","Estimate - de jure","Final figure, complete","2022","243","1"
"Åland Islands","2021","Total","Both Sexes","20 - 24","Estimate - de jure","Final figure, complete","2022","1232","1"
"Åland Islands","2021","Total","Both Sexes","21","Estimate - de jure","Final figure, complete","2022","243","1"
"Åland Islands","2021","Total","Both Sexes","22","Estimate - de jure","Final figure, complete","2022","252","1"
"Åland Islands","2021","Total","Both Sexes","23","Estimate - de jure","Final figure, complete","2022","245.5","1"
"Åland Islands","2021","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2022","248.5","1"
"Åland Islands","2021","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2022","284","1"
"Åland Islands","2021","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2022","1597","1"
"Åland Islands","2021","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2022","295","1"
"Åland Islands","2021","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2022","314","1"
"Åland Islands","2021","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2022","340.5","1"
"Åland Islands","2021","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2022","363.5","1"
"Åland Islands","2021","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2022","390","1"
"Åland Islands","2021","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2022","1948.5","1"
"Åland Islands","2021","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2022","399.5","1"
"Åland Islands","2021","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2022","400","1"
"Åland Islands","2021","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2022","392","1"
"Åland Islands","2021","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2022","367","1"
"Åland Islands","2021","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2022","367.5","1"
"Åland Islands","2021","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2022","1923","1"
"Åland Islands","2021","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2022","376.5","1"
"Åland Islands","2021","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2022","377","1"
"Åland Islands","2021","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2022","398","1"
"Åland Islands","2021","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2022","404","1"
"Åland Islands","2021","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2022","402.5","1"
"Åland Islands","2021","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2022","1895","1"
"Åland Islands","2021","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2022","387","1"
"Åland Islands","2021","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2022","361.5","1"
"Åland Islands","2021","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2022","358.5","1"
"Åland Islands","2021","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2022","385.5","1"
"Åland Islands","2021","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2022","400.5","1"
"Åland Islands","2021","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2022","1967","1"
"Åland Islands","2021","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2022","386.5","1"
"Åland Islands","2021","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2022","390","1"
"Åland Islands","2021","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2022","390","1"
"Åland Islands","2021","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2022","400","1"
"Åland Islands","2021","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2022","401.5","1"
"Åland Islands","2021","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2022","2090.5","1"
"Åland Islands","2021","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2022","384.5","1"
"Åland Islands","2021","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2022","404.5","1"
"Åland Islands","2021","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2022","450.5","1"
"Åland Islands","2021","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2022","449.5","1"
"Åland Islands","2021","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2022","448.5","1"
"Åland Islands","2021","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2022","2090.5","1"
"Åland Islands","2021","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2022","443.5","1"
"Åland Islands","2021","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2022","407","1"
"Åland Islands","2021","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2022","401.5","1"
"Åland Islands","2021","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2022","390","1"
"Åland Islands","2021","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2022","388","1"
"Åland Islands","2021","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2022","1926","1"
"Åland Islands","2021","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2022","400","1"
"Åland Islands","2021","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2022","390","1"
"Åland Islands","2021","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2022","377","1"
"Åland Islands","2021","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2022","371","1"
"Åland Islands","2021","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2022","368","1"
"Åland Islands","2021","Total","Both Sexes","65 - 69","Estimate - de jure","Final figure, complete","2022","1977","1"
"Åland Islands","2021","Total","Both Sexes","66","Estimate - de jure","Final figure, complete","2022","386","1"
"Åland Islands","2021","Total","Both Sexes","67","Estimate - de jure","Final figure, complete","2022","421","1"
"Åland Islands","2021","Total","Both Sexes","68","Estimate - de jure","Final figure, complete","2022","419","1"
"Åland Islands","2021","Total","Both Sexes","69","Estimate - de jure","Final figure, complete","2022","383","1"
"Åland Islands","2021","Total","Both Sexes","70","Estimate - de jure","Final figure, complete","2022","353","1"
"Åland Islands","2021","Total","Both Sexes","70 - 74","Estimate - de jure","Final figure, complete","2022","1864","1"
"Åland Islands","2021","Total","Both Sexes","71","Estimate - de jure","Final figure, complete","2022","361.5","1"
"Åland Islands","2021","Total","Both Sexes","72","Estimate - de jure","Final figure, complete","2022","385","1"
"Åland Islands","2021","Total","Both Sexes","73","Estimate - de jure","Final figure, complete","2022","385","1"
"Åland Islands","2021","Total","Both Sexes","74","Estimate - de jure","Final figure, complete","2022","379.5","1"
"Åland Islands","2021","Total","Both Sexes","75","Estimate - de jure","Final figure, complete","2022","352","1"
"Åland Islands","2021","Total","Both Sexes","75 - 79","Estimate - de jure","Final figure, complete","2022","1428.5","1"
"Åland Islands","2021","Total","Both Sexes","76","Estimate - de jure","Final figure, complete","2022","311.5","1"
"Åland Islands","2021","Total","Both Sexes","77","Estimate - de jure","Final figure, complete","2022","274.5","1"
"Åland Islands","2021","Total","Both Sexes","78","Estimate - de jure","Final figure, complete","2022","255","1"
"Åland Islands","2021","Total","Both Sexes","79","Estimate - de jure","Final figure, complete","2022","235.5","1"
"Åland Islands","2021","Total","Both Sexes","80","Estimate - de jure","Final figure, complete","2022","211","1"
"Åland Islands","2021","Total","Both Sexes","80 - 84","Estimate - de jure","Final figure, complete","2022","877","1"
"Åland Islands","2021","Total","Both Sexes","81","Estimate - de jure","Final figure, complete","2022","191","1"
"Åland Islands","2021","Total","Both Sexes","82","Estimate - de jure","Final figure, complete","2022","169.5","1"
"Åland Islands","2021","Total","Both Sexes","83","Estimate - de jure","Final figure, complete","2022","161","1"
"Åland Islands","2021","Total","Both Sexes","84","Estimate - de jure","Final figure, complete","2022","144.5","1"
"Åland Islands","2021","Total","Both Sexes","85","Estimate - de jure","Final figure, complete","2022","134.5","1"
"Åland Islands","2021","Total","Both Sexes","85 - 89","Estimate - de jure","Final figure, complete","2022","550.5","1"
"Åland Islands","2021","Total","Both Sexes","86","Estimate - de jure","Final figure, complete","2022","125.5","1"
"Åland Islands","2021","Total","Both Sexes","87","Estimate - de jure","Final figure, complete","2022","104","1"
"Åland Islands","2021","Total","Both Sexes","88","Estimate - de jure","Final figure, complete","2022","97.5","1"
"Åland Islands","2021","Total","Both Sexes","89","Estimate - de jure","Final figure, complete","2022","89","1"
"Åland Islands","2021","Total","Both Sexes","90","Estimate - de jure","Final figure, complete","2022","65","1"
"Åland Islands","2021","Total","Both Sexes","90 - 94","Estimate - de jure","Final figure, complete","2022","238.5","1"
"Åland Islands","2021","Total","Both Sexes","91","Estimate - de jure","Final figure, complete","2022","53.5","1"
"Åland Islands","2021","Total","Both Sexes","92","Estimate - de jure","Final figure, complete","2022","43","1"
"Åland Islands","2021","Total","Both Sexes","93","Estimate - de jure","Final figure, complete","2022","39.5","1"
"Åland Islands","2021","Total","Both Sexes","94","Estimate - de jure","Final figure, complete","2022","37.5","1"
"Åland Islands","2021","Total","Both Sexes","95","Estimate - de jure","Final figure, complete","2022","30.5","1"
"Åland Islands","2021","Total","Both Sexes","95 - 99","Estimate - de jure","Final figure, complete","2022","73.5","1"
"Åland Islands","2021","Total","Both Sexes","96","Estimate - de jure","Final figure, complete","2022","20.5","1"
"Åland Islands","2021","Total","Both Sexes","97","Estimate - de jure","Final figure, complete","2022","11.5","1"
"Åland Islands","2021","Total","Both Sexes","98","Estimate - de jure","Final figure, complete","2022","6","1"
"Åland Islands","2021","Total","Both Sexes","99","Estimate - de jure","Final figure, complete","2022","5","1"
"Åland Islands","2021","Total","Both Sexes","100 +","Estimate - de jure","Final figure, complete","2022","8","1"
"Åland Islands","2021","Total","Male","Total","Estimate - de jure","Final figure, complete","2022","15038.5","1"
"Åland Islands","2021","Total","Male","0","Estimate - de jure","Final figure, complete","2022","136.5","1"
"Åland Islands","2021","Total","Male","0 - 4","Estimate - de jure","Final figure, complete","2022","750","1"
"Åland Islands","2021","Total","Male","1","Estimate - de jure","Final figure, complete","2022","138","1"
"Åland Islands","2021","Total","Male","1 - 4","Estimate - de jure","Final figure, complete","2022","613.5","1"
"Åland Islands","2021","Total","Male","2","Estimate - de jure","Final figure, complete","2022","151.5","1"
"Åland Islands","2021","Total","Male","3","Estimate - de jure","Final figure, complete","2022","157.5","1"
"Åland Islands","2021","Total","Male","4","Estimate - de jure","Final figure, complete","2022","166.5","1"
"Åland Islands","2021","Total","Male","5","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Male","5 - 9","Estimate - de jure","Final figure, complete","2022","888","1"
"Åland Islands","2021","Total","Male","6","Estimate - de jure","Final figure, complete","2022","179","1"
"Åland Islands","2021","Total","Male","7","Estimate - de jure","Final figure, complete","2022","181","1"
"Åland Islands","2021","Total","Male","8","Estimate - de jure","Final figure, complete","2022","180.5","1"
"Åland Islands","2021","Total","Male","9","Estimate - de jure","Final figure, complete","2022","175.5","1"
"Åland Islands","2021","Total","Male","10","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Male","10 - 14","Estimate - de jure","Final figure, complete","2022","896.5","1"
"Åland Islands","2021","Total","Male","11","Estimate - de jure","Final figure, complete","2022","175","1"
"Åland Islands","2021","Total","Male","12","Estimate - de jure","Final figure, complete","2022","184","1"
"Åland Islands","2021","Total","Male","13","Estimate - de jure","Final figure, complete","2022","181.5","1"
"Åland Islands","2021","Total","Male","14","Estimate - de jure","Final figure, complete","2022","184","1"
"Åland Islands","2021","Total","Male","15","Estimate - de jure","Final figure, complete","2022","175","1"
"Åland Islands","2021","Total","Male","15 - 19","Estimate - de jure","Final figure, complete","2022","817.5","1"
"Åland Islands","2021","Total","Male","16","Estimate - de jure","Final figure, complete","2022","169","1"
"Åland Islands","2021","Total","Male","17","Estimate - de jure","Final figure, complete","2022","173.5","1"
"Åland Islands","2021","Total","Male","18","Estimate - de jure","Final figure, complete","2022","159","1"
"Åland Islands","2021","Total","Male","19","Estimate - de jure","Final figure, complete","2022","141","1"
"Åland Islands","2021","Total","Male","20","Estimate - de jure","Final figure, complete","2022","144.5","1"
"Åland Islands","2021","Total","Male","20 - 24","Estimate - de jure","Final figure, complete","2022","708","1"
"Åland Islands","2021","Total","Male","21","Estimate - de jure","Final figure, complete","2022","147","1"
"Åland Islands","2021","Total","Male","22","Estimate - de jure","Final figure, complete","2022","146","1"
"Åland Islands","2021","Total","Male","23","Estimate - de jure","Final figure, complete","2022","138","1"
"Åland Islands","2021","Total","Male","24","Estimate - de jure","Final figure, complete","2022","132.5","1"
"Åland Islands","2021","Total","Male","25","Estimate - de jure","Final figure, complete","2022","155","1"
"Åland Islands","2021","Total","Male","25 - 29","Estimate - de jure","Final figure, complete","2022","816","1"
"Åland Islands","2021","Total","Male","26","Estimate - de jure","Final figure, complete","2022","144.5","1"
"Åland Islands","2021","Total","Male","27","Estimate - de jure","Final figure, complete","2022","150.5","1"
"Åland Islands","2021","Total","Male","28","Estimate - de jure","Final figure, complete","2022","174.5","1"
"Åland Islands","2021","Total","Male","29","Estimate - de jure","Final figure, complete","2022","191.5","1"
"Åland Islands","2021","Total","Male","30","Estimate - de jure","Final figure, complete","2022","202","1"
"Åland Islands","2021","Total","Male","30 - 34","Estimate - de jure","Final figure, complete","2022","1008","1"
"Åland Islands","2021","Total","Male","31","Estimate - de jure","Final figure, complete","2022","212.5","1"
"Åland Islands","2021","Total","Male","32","Estimate - de jure","Final figure, complete","2022","207.5","1"
"Åland Islands","2021","Total","Male","33","Estimate - de jure","Final figure, complete","2022","201","1"
"Åland Islands","2021","Total","Male","34","Estimate - de jure","Final figure, complete","2022","185","1"
"Åland Islands","2021","Total","Male","35","Estimate - de jure","Final figure, complete","2022","185.5","1"
"Åland Islands","2021","Total","Male","35 - 39","Estimate - de jure","Final figure, complete","2022","962.5","1"
"Åland Islands","2021","Total","Male","36","Estimate - de jure","Final figure, complete","2022","188.5","1"
"Åland Islands","2021","Total","Male","37","Estimate - de jure","Final figure, complete","2022","183.5","1"
"Åland Islands","2021","Total","Male","38","Estimate - de jure","Final figure, complete","2022","197","1"
"Åland Islands","2021","Total","Male","39","Estimate - de jure","Final figure, complete","2022","208","1"
"Åland Islands","2021","Total","Male","40","Estimate - de jure","Final figure, complete","2022","211.5","1"
"Åland Islands","2021","Total","Male","40 - 44","Estimate - de jure","Final figure, complete","2022","951","1"
"Åland Islands","2021","Total","Male","41","Estimate - de jure","Final figure, complete","2022","205","1"
"Åland Islands","2021","Total","Male","42","Estimate - de jure","Final figure, complete","2022","187.5","1"
"Åland Islands","2021","Total","Male","43","Estimate - de jure","Final figure, complete","2022","169","1"
"Åland Islands","2021","Total","Male","44","Estimate - de jure","Final figure, complete","2022","178","1"
"Åland Islands","2021","Total","Male","45","Estimate - de jure","Final figure, complete","2022","209.5","1"
"Åland Islands","2021","Total","Male","45 - 49","Estimate - de jure","Final figure, complete","2022","1009.5","1"
"Åland Islands","2021","Total","Male","46","Estimate - de jure","Final figure, complete","2022","211","1"
"Åland Islands","2021","Total","Male","47","Estimate - de jure","Final figure, complete","2022","197","1"
"Åland Islands","2021","Total","Male","48","Estimate - de jure","Final figure, complete","2022","192.5","1"
"Åland Islands","2021","Total","Male","49","Estimate - de jure","Final figure, complete","2022","199.5","1"
"Åland Islands","2021","Total","Male","50","Estimate - de jure","Final figure, complete","2022","197","1"
"Åland Islands","2021","Total","Male","50 - 54","Estimate - de jure","Final figure, complete","2022","1024","1"
"Åland Islands","2021","Total","Male","51","Estimate - de jure","Final figure, complete","2022","190","1"
"Åland Islands","2021","Total","Male","52","Estimate - de jure","Final figure, complete","2022","202.5","1"
"Åland Islands","2021","Total","Male","53","Estimate - de jure","Final figure, complete","2022","217.5","1"
"Åland Islands","2021","Total","Male","54","Estimate - de jure","Final figure, complete","2022","217","1"
"Åland Islands","2021","Total","Male","55","Estimate - de jure","Final figure, complete","2022","224.5","1"
"Åland Islands","2021","Total","Male","55 - 59","Estimate - de jure","Final figure, complete","2022","1035.5","1"
"Åland Islands","2021","Total","Male","56","Estimate - de jure","Final figure, complete","2022","217","1"
"Åland Islands","2021","Total","Male","57","Estimate - de jure","Final figure, complete","2022","196","1"
"Åland Islands","2021","Total","Male","58","Estimate - de jure","Final figure, complete","2022","205","1"
"Åland Islands","2021","Total","Male","59","Estimate - de jure","Final figure, complete","2022","193","1"
"Åland Islands","2021","Total","Male","60","Estimate - de jure","Final figure, complete","2022","184.5","1"
"Åland Islands","2021","Total","Male","60 - 64","Estimate - de jure","Final figure, complete","2022","895.5","1"
"Åland Islands","2021","Total","Male","61","Estimate - de jure","Final figure, complete","2022","189.5","1"
"Åland Islands","2021","Total","Male","62","Estimate - de jure","Final figure, complete","2022","185.5","1"
"Åland Islands","2021","Total","Male","63","Estimate - de jure","Final figure, complete","2022","171","1"
"Åland Islands","2021","Total","Male","64","Estimate - de jure","Final figure, complete","2022","165","1"
"Åland Islands","2021","Total","Male","65","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Male","65 - 69","Estimate - de jure","Final figure, complete","2022","940.5","1"
"Åland Islands","2021","Total","Male","66","Estimate - de jure","Final figure, complete","2022","185","1"
"Åland Islands","2021","Total","Male","67","Estimate - de jure","Final figure, complete","2022","209","1"
"Åland Islands","2021","Total","Male","68","Estimate - de jure","Final figure, complete","2022","199","1"
"Åland Islands","2021","Total","Male","69","Estimate - de jure","Final figure, complete","2022","175.5","1"
"Åland Islands","2021","Total","Male","70","Estimate - de jure","Final figure, complete","2022","166","1"
"Åland Islands","2021","Total","Male","70 - 74","Estimate - de jure","Final figure, complete","2022","905","1"
"Åland Islands","2021","Total","Male","71","Estimate - de jure","Final figure, complete","2022","166.5","1"
"Åland Islands","2021","Total","Male","72","Estimate - de jure","Final figure, complete","2022","189.5","1"
"Åland Islands","2021","Total","Male","73","Estimate - de jure","Final figure, complete","2022","197.5","1"
"Åland Islands","2021","Total","Male","74","Estimate - de jure","Final figure, complete","2022","185.5","1"
"Åland Islands","2021","Total","Male","75","Estimate - de jure","Final figure, complete","2022","171","1"
"Åland Islands","2021","Total","Male","75 - 79","Estimate - de jure","Final figure, complete","2022","714.5","1"
"Åland Islands","2021","Total","Male","76","Estimate - de jure","Final figure, complete","2022","154","1"
"Åland Islands","2021","Total","Male","77","Estimate - de jure","Final figure, complete","2022","138","1"
"Åland Islands","2021","Total","Male","78","Estimate - de jure","Final figure, complete","2022","129","1"
"Åland Islands","2021","Total","Male","79","Estimate - de jure","Final figure, complete","2022","122.5","1"
"Åland Islands","2021","Total","Male","80","Estimate - de jure","Final figure, complete","2022","110.5","1"
"Åland Islands","2021","Total","Male","80 - 84","Estimate - de jure","Final figure, complete","2022","396.5","1"
"Åland Islands","2021","Total","Male","81","Estimate - de jure","Final figure, complete","2022","87.5","1"
"Åland Islands","2021","Total","Male","82","Estimate - de jure","Final figure, complete","2022","69.5","1"
"Åland Islands","2021","Total","Male","83","Estimate - de jure","Final figure, complete","2022","69","1"
"Åland Islands","2021","Total","Male","84","Estimate - de jure","Final figure, complete","2022","60","1"
"Åland Islands","2021","Total","Male","85","Estimate - de jure","Final figure, complete","2022","52","1"
"Åland Islands","2021","Total","Male","85 - 89","Estimate - de jure","Final figure, complete","2022","220.5","1"
"Åland Islands","2021","Total","Male","86","Estimate - de jure","Final figure, complete","2022","52","1"
"Åland Islands","2021","Total","Male","87","Estimate - de jure","Final figure, complete","2022","44","1"
"Åland Islands","2021","Total","Male","88","Estimate - de jure","Final figure, complete","2022","36.5","1"
"Åland Islands","2021","Total","Male","89","Estimate - de jure","Final figure, complete","2022","36","1"
"Åland Islands","2021","Total","Male","90","Estimate - de jure","Final figure, complete","2022","24","1"
"Åland Islands","2021","Total","Male","90 - 94","Estimate - de jure","Final figure, complete","2022","79.5","1"
"Åland Islands","2021","Total","Male","91","Estimate - de jure","Final figure, complete","2022","19","1"
"Åland Islands","2021","Total","Male","92","Estimate - de jure","Final figure, complete","2022","16.5","1"
"Åland Islands","2021","Total","Male","93","Estimate - de jure","Final figure, complete","2022","13","1"
"Åland Islands","2021","Total","Male","94","Estimate - de jure","Final figure, complete","2022","7","1"
"Åland Islands","2021","Total","Male","95","Estimate - de jure","Final figure, complete","2022","7","1"
"Åland Islands","2021","Total","Male","95 - 99","Estimate - de jure","Final figure, complete","2022","19","1"
"Åland Islands","2021","Total","Male","96","Estimate - de jure","Final figure, complete","2022","6","1"
"Åland Islands","2021","Total","Male","97","Estimate - de jure","Final figure, complete","2022","2","1"
"Åland Islands","2021","Total","Male","98","Estimate - de jure","Final figure, complete","2022","2","1"
"Åland Islands","2021","Total","Male","99","Estimate - de jure","Final figure, complete","2022","2","1"
"Åland Islands","2021","Total","Male","100 +","Estimate - de jure","Final figure, complete","2022","2","1"
"Åland Islands","2021","Total","Female","Total","Estimate - de jure","Final figure, complete","2022","15198","1"
"Åland Islands","2021","Total","Female","0","Estimate - de jure","Final figure, complete","2022","145.5","1"
"Åland Islands","2021","Total","Female","0 - 4","Estimate - de jure","Final figure, complete","2022","730.5","1"
"Åland Islands","2021","Total","Female","1","Estimate - de jure","Final figure, complete","2022","137.5","1"
"Åland Islands","2021","Total","Female","1 - 4","Estimate - de jure","Final figure, complete","2022","585","1"
"Åland Islands","2021","Total","Female","2","Estimate - de jure","Final figure, complete","2022","139","1"
"Åland Islands","2021","Total","Female","3","Estimate - de jure","Final figure, complete","2022","146.5","1"
"Åland Islands","2021","Total","Female","4","Estimate - de jure","Final figure, complete","2022","162","1"
"Åland Islands","2021","Total","Female","5","Estimate - de jure","Final figure, complete","2022","166","1"
"Åland Islands","2021","Total","Female","5 - 9","Estimate - de jure","Final figure, complete","2022","854.5","1"
"Åland Islands","2021","Total","Female","6","Estimate - de jure","Final figure, complete","2022","169.5","1"
"Åland Islands","2021","Total","Female","7","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Female","8","Estimate - de jure","Final figure, complete","2022","172.5","1"
"Åland Islands","2021","Total","Female","9","Estimate - de jure","Final figure, complete","2022","174.5","1"
"Åland Islands","2021","Total","Female","10","Estimate - de jure","Final figure, complete","2022","185","1"
"Åland Islands","2021","Total","Female","10 - 14","Estimate - de jure","Final figure, complete","2022","860","1"
"Åland Islands","2021","Total","Female","11","Estimate - de jure","Final figure, complete","2022","166.5","1"
"Åland Islands","2021","Total","Female","12","Estimate - de jure","Final figure, complete","2022","159.5","1"
"Åland Islands","2021","Total","Female","13","Estimate - de jure","Final figure, complete","2022","177","1"
"Åland Islands","2021","Total","Female","14","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Female","15","Estimate - de jure","Final figure, complete","2022","165","1"
"Åland Islands","2021","Total","Female","15 - 19","Estimate - de jure","Final figure, complete","2022","754.5","1"
"Åland Islands","2021","Total","Female","16","Estimate - de jure","Final figure, complete","2022","162.5","1"
"Åland Islands","2021","Total","Female","17","Estimate - de jure","Final figure, complete","2022","155","1"
"Åland Islands","2021","Total","Female","18","Estimate - de jure","Final figure, complete","2022","152","1"
"Åland Islands","2021","Total","Female","19","Estimate - de jure","Final figure, complete","2022","120","1"
"Åland Islands","2021","Total","Female","20","Estimate - de jure","Final figure, complete","2022","98.5","1"
"Åland Islands","2021","Total","Female","20 - 24","Estimate - de jure","Final figure, complete","2022","524","1"
"Åland Islands","2021","Total","Female","21","Estimate - de jure","Final figure, complete","2022","96","1"
"Åland Islands","2021","Total","Female","22","Estimate - de jure","Final figure, complete","2022","106","1"
"Åland Islands","2021","Total","Female","23","Estimate - de jure","Final figure, complete","2022","107.5","1"
"Åland Islands","2021","Total","Female","24","Estimate - de jure","Final figure, complete","2022","116","1"
"Åland Islands","2021","Total","Female","25","Estimate - de jure","Final figure, complete","2022","129","1"
"Åland Islands","2021","Total","Female","25 - 29","Estimate - de jure","Final figure, complete","2022","781","1"
"Åland Islands","2021","Total","Female","26","Estimate - de jure","Final figure, complete","2022","150.5","1"
"Åland Islands","2021","Total","Female","27","Estimate - de jure","Final figure, complete","2022","163.5","1"
"Åland Islands","2021","Total","Female","28","Estimate - de jure","Final figure, complete","2022","166","1"
"Åland Islands","2021","Total","Female","29","Estimate - de jure","Final figure, complete","2022","172","1"
"Åland Islands","2021","Total","Female","30","Estimate - de jure","Final figure, complete","2022","188","1"
"Åland Islands","2021","Total","Female","30 - 34","Estimate - de jure","Final figure, complete","2022","940.5","1"
"Åland Islands","2021","Total","Female","31","Estimate - de jure","Final figure, complete","2022","187","1"
"Åland Islands","2021","Total","Female","32","Estimate - de jure","Final figure, complete","2022","192.5","1"
"Åland Islands","2021","Total","Female","33","Estimate - de jure","Final figure, complete","2022","191","1"
"Åland Islands","2021","Total","Female","34","Estimate - de jure","Final figure, complete","2022","182","1"
"Åland Islands","2021","Total","Female","35","Estimate - de jure","Final figure, complete","2022","182","1"
"Åland Islands","2021","Total","Female","35 - 39","Estimate - de jure","Final figure, complete","2022","960.5","1"
"Åland Islands","2021","Total","Female","36","Estimate - de jure","Final figure, complete","2022","188","1"
"Åland Islands","2021","Total","Female","37","Estimate - de jure","Final figure, complete","2022","193.5","1"
