Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021
Suriname,SUR,GDP per capita (current US$),8907.751222,5705.426967,6112.851175,6730.846883,6690.044786,4796.533314,4869.134226
Slovak Republic,SVK,GDP per capita (current US$),16390.88217,16563.4405,17585.197,19486.39368,19383.48104,19545.74282,21391.92533
Slovenia,SVN,GDP per capita (current US$),20890.16643,21678.35947,23514.02546,26123.74713,26016.07868,25545.241,29291.40062
Sweden,SWE,GDP per capita (current US$),51545.48361,51965.15715,53791.50873,54589.06039,51939.42974,52837.90398,61028.73806
Eswatini,SWZ,GDP per capita (current US$),3583.31129,3339.992899,3824.046783,4020.27305,3843.377391,3372.895601,3978.403528
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),32274.89055,31616.6817,29369.05683,28988.25921,,,
Seychelles,SYC,GDP per capita (current US$),15157.53029,15740.13032,16416.77619,16910.68818,17253.50566,12808.98747,14653.30939
Syrian Arab Republic,SYR,GDP per capita (current US$),857.4978675,664.3416723,862.3190638,1104.392448,1116.679246,533.3852317,
Turks and Caicos Islands,TCA,GDP per capita (current US$),25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,20908.5827
Chad,TCD,GDP per capita (current US$),774.4116005,691.9800949,662.89753,720.265047,701.6212166,643.7722213,685.6902841
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),6574.564656,6664.796033,7228.762666,8032.798909,8259.795605,8354.065182,9880.09607
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),7993.440052,7640.691289,8532.434867,8870.39705,9019.717374,8423.196002,9842.052265
Togo,TGO,GDP per capita (current US$),559.4457465,787.2801816,814.4199071,883.8678323,875.9326592,897.1945754,973.2061291
Thailand,THA,GDP per capita (current US$),5708.796925,5854.461088,6436.791746,7124.564544,7630.03961,6990.935503,7066.190546
Tajikistan,TJK,GDP per capita (current US$),970.3652238,801.3912831,844.3693648,850.6685075,889.0202624,852.3336702,897.0475103
Turkmenistan,TKM,GDP per capita (current US$),6208.296655,6163.253406,6354.53283,6721.34954,7344.648233,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),8497.455941,8199.168618,9050.943468,8754.293268,8526.265783,7081.447046,8108.91587
Timor-Leste,TLS,GDP per capita (current US$),1322.300913,1347.926336,1283.52585,1239.366122,1584.263844,1660.30834,2741.393931
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),3811.777672,3836.31969,3740.519986,3490.367204,3436.13153,3092.20556,3572.065525
Tonga,TON,GDP per capita (current US$),4117.960717,3978.356954,4367.302044,4649.57939,4879.017342,4606.064552,4426.000637
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),1523.697807,1675.575511,1887.92183,1920.208396,1962.802875,1852.300088,2149.821595
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),1675.486575,1524.82775,1609.900105,1631.593697,1607.921605,1493.100691,1633.180754
Trinidad and Tobago,TTO,GDP per capita (current US$),18389.53103,15991.10879,16094.66678,16164.16133,15690.9631,13871.79822,16032.50277
Tunisia,TUN,GDP per capita (current US$),3960.97533,3796.16792,3569.755725,3577.124412,3477.883777,3497.68141,3807.13915
Turkiye,TUR,GDP per capita (current US$),10851.95413,10734.37997,10464.1014,9400.778214,9103.043375,8561.070948,9661.235975
Tuvalu,TUV,GDP per capita (current US$),3384.357776,3836.112926,4175.993524,4401.131201,4949.173888,4973.774561,5632.002993
Tanzania,TZA,GDP per capita (current US$),928.8064575,942.4729614,976.2122192,1010.937622,1052.021729,1042.09668,1099.287598
Uganda,UGA,GDP per capita (current US$),864.1800623,753.6844086,766.1776058,793.1280811,823.1389505,846.7672013,883.8920323
Ukraine,UKR,GDP per capita (current US$),2124.662354,2187.730469,2638.326172,3096.561768,3661.456299,3751.740723,4835.571777
Upper middle income,UMC,GDP per capita (current US$),8132.28571,8025.2348,8820.949493,9435.780828,9534.005113,9157.820016,10828.05069
Uruguay,URY,GDP per capita (current US$),15655.937,16766.42526,18769.78752,18825.28381,17859.9315,15619.54266,17313.18835
United States,USA,GDP per capita (current US$),56762.72945,57866.74493,59907.75426,62823.30944,65120.39466,63530.63348,70248.629
Uzbekistan,UZB,GDP per capita (current US$),2753.971072,2704.677188,1916.764642,1597.068337,1784.009816,1749.655815,1983.064723
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),7386.737595,7684.779208,8030.585057,8399.694011,8674.371009,8335.256476,8666.387041
"Venezuela, RB",VEN,GDP per capita (current US$),,,,,,,
British Virgin Islands,VGB,GDP per capita (current US$),,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),34007.35294,35324.97489,35365.0693,36653.86305,38596.03071,39552.1686,
Vietnam,VNM,GDP per capita (current US$),2595.234979,2760.717105,2992.071742,3267.225009,3491.091274,3586.347302,3756.489121
Vanuatu,VUT,GDP per capita (current US$),2643.886085,2757.203306,3032.197958,3076.835315,3076.589886,2877.520173,2996.621062
World,WLD,GDP per capita (current US$),10153.5813,10206.89228,10742.65046,11285.49764,11320.91588,10883.07605,12236.61574
Samoa,WSM,GDP per capita (current US$),4048.513876,4105.834468,4261.653789,4188.988532,4308.272753,4042.751224,3857.318464
Kosovo,XKX,GDP per capita (current US$),3520.766449,3759.560246,4009.380987,4384.048892,4416.108358,4310.811183,5269.783901
"Yemen, Rep.",YEM,GDP per capita (current US$),1488.416482,1069.817122,893.7165729,701.7148778,,,
South Africa,ZAF,GDP per capita (current US$),6204.929901,5735.066787,6734.475153,7048.522211,6688.787271,5741.643129,7055.044776
Zambia,ZMB,GDP per capita (current US$),1307.909649,1249.923143,1495.752138,1475.204538,1268.120941,956.8313639,1137.343633
Zimbabwe,ZWE,GDP per capita (current US$),1410.329174,1421.787789,1192.107012,2269.177012,1421.868596,1372.696674,1773.920411
